"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"IN005010600","AHMADABAD, IN","1975-12-28",,"67",,
"IN005010600","AHMADABAD, IN","1975-12-29",,"70","82",
"IN005010600","AHMADABAD, IN","1975-12-30",,"66",,
"IN005010600","AHMADABAD, IN","1975-12-31",,"69","86",
"IN005010600","AHMADABAD, IN","1976-01-01",,"69","86",
"IN005010600","AHMADABAD, IN","1976-01-02",,"71",,
"IN005010600","AHMADABAD, IN","1976-01-03",,"73","86","54"
"IN005010600","AHMADABAD, IN","1976-01-04",,"75","86",
"IN005010600","AHMADABAD, IN","1976-01-05",,"73","84",
"IN005010600","AHMADABAD, IN","1976-01-06",,"68","82",
"IN005010600","AHMADABAD, IN","1976-01-07",,"66",,
"IN005010600","AHMADABAD, IN","1976-01-08",,"70","84",
"IN005010600","AHMADABAD, IN","1976-01-09",,"72","82",
"IN005010600","AHMADABAD, IN","1976-01-10",,"67","84",
"IN005010600","AHMADABAD, IN","1976-01-11",,"72","88","55"
"IN005010600","AHMADABAD, IN","1976-01-12",,"71","84",
"IN005010600","AHMADABAD, IN","1976-01-13",,"70","84","54"
"IN005010600","AHMADABAD, IN","1976-01-14",,"71",,
"IN005010600","AHMADABAD, IN","1976-01-15",,"73","86","55"
"IN005010600","AHMADABAD, IN","1976-01-16",,"72","81","55"
"IN005010600","AHMADABAD, IN","1976-01-17",,"71",,
"IN005010600","AHMADABAD, IN","1976-01-18",,"62","79","52"
"IN005010600","AHMADABAD, IN","1976-01-19",,"63",,"48"
"IN005010600","AHMADABAD, IN","1976-01-21",,"68","81","50"
"IN005010600","AHMADABAD, IN","1976-01-22",,"65",,"50"
"IN005010600","AHMADABAD, IN","1976-01-23",,"67","86","52"
"IN005010600","AHMADABAD, IN","1976-01-24",,"68","86","50"
"IN005010600","AHMADABAD, IN","1976-01-25",,"69","84",
"IN005010600","AHMADABAD, IN","1976-01-26",,"72","88",
"IN005010600","AHMADABAD, IN","1976-01-27",,"71","84",
"IN005010600","AHMADABAD, IN","1976-01-28",,"70",,"55"
"IN005010600","AHMADABAD, IN","1976-01-29",,"72",,"55"
"IN005010600","AHMADABAD, IN","1976-01-30",,"65",,"61"
"IN005010600","AHMADABAD, IN","1976-01-31",,"66","77","55"
"IN005010600","AHMADABAD, IN","1976-02-01",,"68","82",
"IN005010600","AHMADABAD, IN","1976-02-03",,"68","79","55"
"IN005010600","AHMADABAD, IN","1976-02-04",,"71","81","57"
"IN005010600","AHMADABAD, IN","1976-02-05",,"68","82","54"
"IN005010600","AHMADABAD, IN","1976-02-06",,"71","82",
"IN005010600","AHMADABAD, IN","1976-02-08",,"72","86",
"IN005010600","AHMADABAD, IN","1976-02-09",,"78","84",
"IN005010600","AHMADABAD, IN","1976-02-10",,"74","86","54"
"IN005010600","AHMADABAD, IN","1976-02-11",,"73","91","55"
"IN005010600","AHMADABAD, IN","1976-02-12",,"81","93","57"
"IN005010600","AHMADABAD, IN","1976-02-13",,"77","95","57"
"IN005010600","AHMADABAD, IN","1976-02-14",,"75","93","59"
"IN005010600","AHMADABAD, IN","1976-02-15",,"81","91","59"
"IN005010600","AHMADABAD, IN","1976-02-17",,"74","90",
"IN005010600","AHMADABAD, IN","1976-02-18",,"75",,"63"
"IN005010600","AHMADABAD, IN","1976-02-19",,"75","88","61"
"IN005010600","AHMADABAD, IN","1976-02-20",,"77","90","61"
"IN005010600","AHMADABAD, IN","1976-02-21",,"74","90","63"
"IN005010600","AHMADABAD, IN","1976-02-22",,"77","91",
"IN005010600","AHMADABAD, IN","1976-02-23",,"77","91",
"IN005010600","AHMADABAD, IN","1976-02-24",,"77","93","57"
"IN005010600","AHMADABAD, IN","1976-02-25",,"73",,"61"
"IN005010600","AHMADABAD, IN","1976-02-26",,"73","81","64"
"IN005010600","AHMADABAD, IN","1976-02-27",,"73",,
"IN005010600","AHMADABAD, IN","1976-02-28",,"75","86",
"IN005010600","AHMADABAD, IN","1976-02-29",,"73","90","54"
"IN005010600","AHMADABAD, IN","1976-03-01",,"81","95",
"IN005010600","AHMADABAD, IN","1976-03-02",,"82",,"61"
"IN005010600","AHMADABAD, IN","1976-03-03",,"78",,"66"
"IN005010600","AHMADABAD, IN","1976-03-04",,"80","99","63"
"IN005010600","AHMADABAD, IN","1976-03-05",,"80",,"66"
"IN005010600","AHMADABAD, IN","1976-03-06",,"87","97","64"
"IN005010600","AHMADABAD, IN","1976-03-07",,"78","95","61"
"IN005010600","AHMADABAD, IN","1976-03-08",,"82","95","64"
"IN005010600","AHMADABAD, IN","1976-03-09",,"84","91",
"IN005010600","AHMADABAD, IN","1976-03-10",,"80","93","63"
"IN005010600","AHMADABAD, IN","1976-03-11",,"85",,"61"
"IN005010600","AHMADABAD, IN","1976-03-12",,"81","88","66"
"IN005010600","AHMADABAD, IN","1976-03-13",,"76","91","63"
"IN005010600","AHMADABAD, IN","1976-03-14",,"80","93","66"
"IN005010600","AHMADABAD, IN","1976-03-15",,"83","95","66"
"IN005010600","AHMADABAD, IN","1976-03-16",,"80",,"70"
"IN005010600","AHMADABAD, IN","1976-03-20",,"83",,
"IN005010600","AHMADABAD, IN","1976-03-21",,"81","95","66"
"IN005010600","AHMADABAD, IN","1976-03-22",,"80",,
"IN005010600","AHMADABAD, IN","1976-03-23",,"86","99","66"
"IN005010600","AHMADABAD, IN","1976-03-24",,"86","99","73"
"IN005010600","AHMADABAD, IN","1976-03-25",,"90","99",
"IN005010600","AHMADABAD, IN","1976-03-26",,"85","102","68"
"IN005010600","AHMADABAD, IN","1976-03-27",,"88","100",
"IN005010600","AHMADABAD, IN","1976-03-28",,"89","99","72"
"IN005010600","AHMADABAD, IN","1976-03-29",,"83","93","72"
"IN005010600","AHMADABAD, IN","1976-03-30",,"84","97","70"
"IN005010600","AHMADABAD, IN","1976-03-31",,"82","95",
"IN005010600","AHMADABAD, IN","1976-04-01",,"86","95","64"
"IN005010600","AHMADABAD, IN","1976-04-02",,"83","97","66"
"IN005010600","AHMADABAD, IN","1976-04-03",,"84","97","64"
"IN005010600","AHMADABAD, IN","1976-04-04",,"83",,"68"
"IN005010600","AHMADABAD, IN","1976-04-05",,"87","99",
"IN005010600","AHMADABAD, IN","1976-04-06",,"84",,"73"
"IN005010600","AHMADABAD, IN","1976-04-07",,"88","100","73"
"IN005010600","AHMADABAD, IN","1976-04-08",,"91","102","75"
"IN005010600","AHMADABAD, IN","1976-04-10",,"88","99","73"
"IN005010600","AHMADABAD, IN","1976-04-12",,"89","102",
"IN005010600","AHMADABAD, IN","1976-04-13",,"86",,
"IN005010600","AHMADABAD, IN","1976-04-14",,"86",,
"IN005010600","AHMADABAD, IN","1976-04-15",,"92","100",
"IN005010600","AHMADABAD, IN","1976-04-16",,"88",,"75"
"IN005010600","AHMADABAD, IN","1976-04-17",,"86",,
"IN005010600","AHMADABAD, IN","1976-04-18",,"89","106",
"IN005010600","AHMADABAD, IN","1976-04-19",,"85",,"73"
"IN005010600","AHMADABAD, IN","1976-04-20",,"88",,
"IN005010600","AHMADABAD, IN","1976-04-21",,"89","106","73"
"IN005010600","AHMADABAD, IN","1976-04-22",,"89",,"75"
"IN005010600","AHMADABAD, IN","1976-04-23",,"89","106","75"
"IN005010600","AHMADABAD, IN","1976-04-24",,"90","102","77"
"IN005010600","AHMADABAD, IN","1976-04-25",,"89","102","73"
"IN005010600","AHMADABAD, IN","1976-04-27",,"88",,
"IN005010600","AHMADABAD, IN","1976-04-29",,"86",,
"IN005010600","AHMADABAD, IN","1976-04-30",,"87",,
"IN005010600","AHMADABAD, IN","1976-05-02",,"87",,
"IN005010600","AHMADABAD, IN","1976-05-03",,"89","104","73"
"IN005010600","AHMADABAD, IN","1976-05-04",,"85",,
"IN005010600","AHMADABAD, IN","1976-05-05",,"87","102","75"
"IN005010600","AHMADABAD, IN","1976-05-06",,"89","102","77"
"IN005010600","AHMADABAD, IN","1976-05-07",,"90","102",
"IN005010600","AHMADABAD, IN","1976-05-08",,"91","102",
"IN005010600","AHMADABAD, IN","1976-05-09",,"94","104",
"IN005010600","AHMADABAD, IN","1976-05-11",,"90","109","77"
"IN005010600","AHMADABAD, IN","1976-05-12",,"94","109","79"
"IN005010600","AHMADABAD, IN","1976-05-13",,"92",,"79"
"IN005010600","AHMADABAD, IN","1976-05-14",,"90","106","77"
"IN005010600","AHMADABAD, IN","1976-05-15",,"90","104","79"
"IN005010600","AHMADABAD, IN","1976-05-16",,"89",,"79"
"IN005010600","AHMADABAD, IN","1976-05-17",,"95","109",
"IN005010600","AHMADABAD, IN","1976-05-18",,"83",,
"IN005010600","AHMADABAD, IN","1976-05-19",,"93","109","79"
"IN005010600","AHMADABAD, IN","1976-05-20",,"91",,"81"
"IN005010600","AHMADABAD, IN","1976-05-21",,"93","109",
"IN005010600","AHMADABAD, IN","1976-05-22",,"94","106",
"IN005010600","AHMADABAD, IN","1976-05-23",,"91","106","79"
"IN005010600","AHMADABAD, IN","1976-05-24",,"90","104",
"IN005010600","AHMADABAD, IN","1976-05-25",,"88","106",
"IN005010600","AHMADABAD, IN","1976-05-26",,"93","106",
"IN005010600","AHMADABAD, IN","1976-05-27",,"87",,
"IN005010600","AHMADABAD, IN","1976-05-28",,"90","106","77"
"IN005010600","AHMADABAD, IN","1976-05-29",,"93","106",
"IN005010600","AHMADABAD, IN","1976-05-30",,"94","104",
"IN005010600","AHMADABAD, IN","1976-05-31",,"90","106","79"
"IN005010600","AHMADABAD, IN","1976-06-01",,"94","106",
"IN005010600","AHMADABAD, IN","1976-06-04",,"76","86",
"IN005010600","AHMADABAD, IN","1976-06-05",,"78","86","75"
"IN005010600","AHMADABAD, IN","1976-06-07",,"85",,"73"
"IN005010600","AHMADABAD, IN","1976-06-09",,"84","90",
"IN005010600","AHMADABAD, IN","1976-06-10",,"86","97","77"
"IN005010600","AHMADABAD, IN","1976-06-11",,"85","95",
"IN005010600","AHMADABAD, IN","1976-06-12",,"88","97","79"
"IN005010600","AHMADABAD, IN","1976-06-13",,"86",,
"IN005010600","AHMADABAD, IN","1976-06-14",,"87",,"77"
"IN005010600","AHMADABAD, IN","1976-06-15",,"87","97","79"
"IN005010600","AHMADABAD, IN","1976-06-16",,"84","93",
"IN005010600","AHMADABAD, IN","1976-06-17",,"83",,"77"
"IN005010600","AHMADABAD, IN","1976-06-18",,"87","95",
"IN005010600","AHMADABAD, IN","1976-06-19",,"82","91",
"IN005010600","AHMADABAD, IN","1976-06-20",,"85","95","73"
"IN005010600","AHMADABAD, IN","1976-06-21",,"87","97","79"
"IN005010600","AHMADABAD, IN","1976-06-22",,"86","97","79"
"IN005010600","AHMADABAD, IN","1976-06-23",,"86",,"75"
"IN005010600","AHMADABAD, IN","1976-06-24",,"89","99","81"
"IN005010600","AHMADABAD, IN","1976-06-25",,"91","102","81"
"IN005010600","AHMADABAD, IN","1976-06-26",,"89",,
"IN005010600","AHMADABAD, IN","1976-06-27",,"90","99","82"
"IN005010600","AHMADABAD, IN","1976-06-28",,"88","95","81"
"IN005010600","AHMADABAD, IN","1976-06-30",,"88","99",
"IN005010600","AHMADABAD, IN","1976-07-01",,"90","99",
"IN005010600","AHMADABAD, IN","1976-07-02",,"90","95","81"
"IN005010600","AHMADABAD, IN","1976-07-03",,"85","95",
"IN005010600","AHMADABAD, IN","1976-07-04",,"88","95","79"
"IN005010600","AHMADABAD, IN","1976-07-05",,"89","97",
"IN005010600","AHMADABAD, IN","1976-07-06",,"87","99","81"
"IN005010600","AHMADABAD, IN","1976-07-07",,"88","95","79"
"IN005010600","AHMADABAD, IN","1976-07-08",,"86","97",
"IN005010600","AHMADABAD, IN","1976-07-09",,"85","93","79"
"IN005010600","AHMADABAD, IN","1976-07-10",,"83",,
"IN005010600","AHMADABAD, IN","1976-07-12",,"80","82",
"IN005010600","AHMADABAD, IN","1976-07-13",,"84","91","79"
"IN005010600","AHMADABAD, IN","1976-07-14",,"82","90","77"
"IN005010600","AHMADABAD, IN","1976-07-15",,"81",,"77"
"IN005010600","AHMADABAD, IN","1976-07-16",,"81","90","77"
"IN005010600","AHMADABAD, IN","1976-07-17",,"77","81","75"
"IN005010600","AHMADABAD, IN","1976-07-18",,"76","81","72"
"IN005010600","AHMADABAD, IN","1976-07-19",,"78","82","72"
"IN005010600","AHMADABAD, IN","1976-07-20",,"81","90","75"
"IN005010600","AHMADABAD, IN","1976-07-21",,"83","91",
"IN005010600","AHMADABAD, IN","1976-07-22",,"81","88","73"
"IN005010600","AHMADABAD, IN","1976-07-23",,"83","90","77"
"IN005010600","AHMADABAD, IN","1976-07-24",,"81",,"77"
"IN005010600","AHMADABAD, IN","1976-07-25",,"84",,
"IN005010600","AHMADABAD, IN","1976-07-26",,"81",,
"IN005010600","AHMADABAD, IN","1976-07-27",,"81","91",
"IN005010600","AHMADABAD, IN","1976-07-28",,"79",,"77"
"IN005010600","AHMADABAD, IN","1976-07-29",,"81","84","77"
"IN005010600","AHMADABAD, IN","1976-07-30",,"82","86","77"
"IN005010600","AHMADABAD, IN","1976-08-01",,"82",,"70"
"IN005010600","AHMADABAD, IN","1976-08-02",,"81","90","77"
"IN005010600","AHMADABAD, IN","1976-08-03",,"76","84",
"IN005010600","AHMADABAD, IN","1976-08-04",,"82","86","79"
"IN005010600","AHMADABAD, IN","1976-08-05",,"78","82","75"
"IN005010600","AHMADABAD, IN","1976-08-06",,"79",,"73"
"IN005010600","AHMADABAD, IN","1976-08-07",,"81","90","77"
"IN005010600","AHMADABAD, IN","1976-08-08",,"81","88","77"
"IN005010600","AHMADABAD, IN","1976-08-09",,"82","86",
"IN005010600","AHMADABAD, IN","1976-08-10",,"82","88",
"IN005010600","AHMADABAD, IN","1976-08-11",,"82","88","77"
"IN005010600","AHMADABAD, IN","1976-08-13",,"81","88",
"IN005010600","AHMADABAD, IN","1976-08-14",,"80","86","75"
"IN005010600","AHMADABAD, IN","1976-08-15",,"80","88","75"
"IN005010600","AHMADABAD, IN","1976-08-16",,"81",,"75"
"IN005010600","AHMADABAD, IN","1976-08-17",,"80","84","75"
"IN005010600","AHMADABAD, IN","1976-08-18",,"80",,
"IN005010600","AHMADABAD, IN","1976-08-19",,"80","90",
"IN005010600","AHMADABAD, IN","1976-08-20",,"83","91","77"
"IN005010600","AHMADABAD, IN","1976-08-21",,"84","91","77"
"IN005010600","AHMADABAD, IN","1976-08-22",,"86","91","75"
"IN005010600","AHMADABAD, IN","1976-08-23",,"84","90","75"
"IN005010600","AHMADABAD, IN","1976-08-24",,"82",,"75"
"IN005010600","AHMADABAD, IN","1976-08-25",,"80","84","75"
"IN005010600","AHMADABAD, IN","1976-08-26",,"80","90","73"
"IN005010600","AHMADABAD, IN","1976-08-27",,"83",,"77"
"IN005010600","AHMADABAD, IN","1976-08-28",,"80","91",
"IN005010600","AHMADABAD, IN","1976-08-31",,"77",,
"IN005010600","AHMADABAD, IN","1976-09-03",,"83","88",
"IN005010600","AHMADABAD, IN","1976-09-04",,"81","88",
"IN005010600","AHMADABAD, IN","1976-09-05",,"80","88","75"
"IN005010600","AHMADABAD, IN","1976-09-06",,"82","88",
"IN005010600","AHMADABAD, IN","1976-09-07",,"80","90","75"
"IN005010600","AHMADABAD, IN","1976-09-08",,"78","86",
"IN005010600","AHMADABAD, IN","1976-09-09",,"77","86",
"IN005010600","AHMADABAD, IN","1976-09-10",,"81",,"75"
"IN005010600","AHMADABAD, IN","1976-09-11",,"79",,"75"
"IN005010600","AHMADABAD, IN","1976-09-13",,"78","90",
"IN005010600","AHMADABAD, IN","1976-09-14",,"83","90","75"
"IN005010600","AHMADABAD, IN","1976-09-15",,"81","90",
"IN005010600","AHMADABAD, IN","1976-09-16",,"82","90",
"IN005010600","AHMADABAD, IN","1976-09-17",,"81","90",
"IN005010600","AHMADABAD, IN","1976-09-18",,"80","90",
"IN005010600","AHMADABAD, IN","1976-09-19",,"82","93","73"
"IN005010600","AHMADABAD, IN","1976-09-21",,"84","93",
"IN005010600","AHMADABAD, IN","1976-09-22",,"88",,
"IN005010600","AHMADABAD, IN","1976-09-23","0.00","81","91","73"
"IN005010600","AHMADABAD, IN","1976-09-24",,"81",,
"IN005010600","AHMADABAD, IN","1976-09-25",,"83",,
"IN005010600","AHMADABAD, IN","1976-09-26",,"83","91",
"IN005010600","AHMADABAD, IN","1976-09-27",,"84","93",
"IN005010600","AHMADABAD, IN","1976-09-28",,"81","93",
"IN005010600","AHMADABAD, IN","1976-09-29",,"83","93",
"IN005010600","AHMADABAD, IN","1976-09-30",,"88","93",
"IN005010600","AHMADABAD, IN","1976-10-01",,"83","97",
"IN005010600","AHMADABAD, IN","1976-10-02",,"88","97",
"IN005010600","AHMADABAD, IN","1976-10-03","0.00","83","99","70"
"IN005010600","AHMADABAD, IN","1976-10-04",,"86","100",
"IN005010600","AHMADABAD, IN","1976-10-05","0.00","90","100","70"
"IN005010600","AHMADABAD, IN","1976-10-06",,"86","100",
"IN005010600","AHMADABAD, IN","1976-10-07",,"92","99",
"IN005010600","AHMADABAD, IN","1976-10-08",,"85","99",
"IN005010600","AHMADABAD, IN","1976-10-09",,"86","99",
"IN005010600","AHMADABAD, IN","1976-10-10","0.00","85","100","72"
"IN005010600","AHMADABAD, IN","1976-10-11",,"86","100",
"IN005010600","AHMADABAD, IN","1976-10-12",,"83","100",
"IN005010600","AHMADABAD, IN","1976-10-13",,"88","102",
"IN005010600","AHMADABAD, IN","1976-10-14",,"89","102",
"IN005010600","AHMADABAD, IN","1976-10-15","0.00","89","100","70"
"IN005010600","AHMADABAD, IN","1976-10-16",,"84","100",
"IN005010600","AHMADABAD, IN","1976-10-17",,"86","99",
"IN005010600","AHMADABAD, IN","1976-10-18",,"81","97",
"IN005010600","AHMADABAD, IN","1976-10-19",,"81","99",
"IN005010600","AHMADABAD, IN","1976-10-20",,"84","99",
"IN005010600","AHMADABAD, IN","1976-10-21",,"89","100",
"IN005010600","AHMADABAD, IN","1976-10-22","0.00","82","97","70"
"IN005010600","AHMADABAD, IN","1976-10-23",,"83","93",
"IN005010600","AHMADABAD, IN","1976-10-24",,"87","93",
"IN005010600","AHMADABAD, IN","1976-10-25","0.00","81","93","72"
"IN005010600","AHMADABAD, IN","1976-10-26",,"84","97",
"IN005010600","AHMADABAD, IN","1976-10-27",,"75",,
"IN005010600","AHMADABAD, IN","1976-10-28",,"85","99",
"IN005010600","AHMADABAD, IN","1976-10-29",,"77","99",
"IN005010600","AHMADABAD, IN","1976-10-30",,"83",,
"IN005010600","AHMADABAD, IN","1976-10-31",,"86","97",
"IN005010600","AHMADABAD, IN","1976-11-01","0.00","82","95","63"
"IN005010600","AHMADABAD, IN","1976-11-02",,"82","97",
"IN005010600","AHMADABAD, IN","1976-11-03",,"81","97",
"IN005010600","AHMADABAD, IN","1976-11-04",,"88","97",
"IN005010600","AHMADABAD, IN","1976-11-05",,"78","95",
"IN005010600","AHMADABAD, IN","1976-11-06",,"80","95",
"IN005010600","AHMADABAD, IN","1976-11-07",,"84","93",
"IN005010600","AHMADABAD, IN","1976-11-08",,"86","91",
"IN005010600","AHMADABAD, IN","1976-11-09",,"83","95",
"IN005010600","AHMADABAD, IN","1976-11-10",,"87","97",
"IN005010600","AHMADABAD, IN","1976-11-11",,"85","97",
"IN005010600","AHMADABAD, IN","1976-11-12",,"87","100",
"IN005010600","AHMADABAD, IN","1976-11-13",,"86","97",
"IN005010600","AHMADABAD, IN","1976-11-14",,"86","99",
"IN005010600","AHMADABAD, IN","1976-11-15",,"89","99",
"IN005010600","AHMADABAD, IN","1976-11-16",,"85",,
"IN005010600","AHMADABAD, IN","1976-11-17",,"83","93",
"IN005010600","AHMADABAD, IN","1976-11-18",,"80","91",
"IN005010600","AHMADABAD, IN","1976-11-19",,"85","97",
"IN005010600","AHMADABAD, IN","1976-11-20",,"83","91",
"IN005010600","AHMADABAD, IN","1976-11-21",,"74","77",
"IN005010600","AHMADABAD, IN","1976-11-22",,"69","72",
"IN005010600","AHMADABAD, IN","1976-11-23",,"72","75",
"IN005010600","AHMADABAD, IN","1976-11-24",,"75","79",
"IN005010600","AHMADABAD, IN","1976-11-25",,"80","90",
"IN005010600","AHMADABAD, IN","1976-11-26",,"78","90",
"IN005010600","AHMADABAD, IN","1976-11-27",,"78","88",
"IN005010600","AHMADABAD, IN","1976-11-28",,"76","86",
"IN005010600","AHMADABAD, IN","1976-11-29",,"74","86",
"IN005010600","AHMADABAD, IN","1976-11-30",,"77","90",
"IN005010600","AHMADABAD, IN","1976-12-01",,"76",,
"IN005010600","AHMADABAD, IN","1976-12-02",,"76","86",
"IN005010600","AHMADABAD, IN","1976-12-03",,"74","86",
"IN005010600","AHMADABAD, IN","1976-12-04",,"73","84",
"IN005010600","AHMADABAD, IN","1976-12-05",,"72","86",
"IN005010600","AHMADABAD, IN","1976-12-06","0.00","67",,"52"
"IN005010600","AHMADABAD, IN","1976-12-07",,"69","84",
"IN005010600","AHMADABAD, IN","1976-12-08",,"73","82",
"IN005010600","AHMADABAD, IN","1976-12-09","0.00","68","82","54"
"IN005010600","AHMADABAD, IN","1976-12-10",,"69","82",
"IN005010600","AHMADABAD, IN","1976-12-11",,"73","82",
"IN005010600","AHMADABAD, IN","1976-12-12",,"72","86",
"IN005010600","AHMADABAD, IN","1976-12-13",,"71","86",
"IN005010600","AHMADABAD, IN","1976-12-14",,"73","84",
"IN005010600","AHMADABAD, IN","1976-12-15",,"69",,
"IN005010600","AHMADABAD, IN","1976-12-16",,"71",,
"IN005010600","AHMADABAD, IN","1976-12-17",,"71","86",
"IN005010600","AHMADABAD, IN","1976-12-19","0.00","71","84","59"
"IN005010600","AHMADABAD, IN","1976-12-20",,"75","88",
"IN005010600","AHMADABAD, IN","1976-12-21",,"76","86",
"IN005010600","AHMADABAD, IN","1976-12-22","0.00","74","88","61"
"IN005010600","AHMADABAD, IN","1976-12-23","0.00","76",,"59"
"IN005010600","AHMADABAD, IN","1976-12-24","0.00","76","91","59"
"IN005010600","AHMADABAD, IN","1976-12-25","0.00","73","86","59"
"IN005010600","AHMADABAD, IN","1976-12-26","0.00","72","84","59"
"IN005010600","AHMADABAD, IN","1976-12-27","0.00","69","82","52"
"IN005010600","AHMADABAD, IN","1976-12-28",,"76","84",
"IN005010600","AHMADABAD, IN","1976-12-29","0.00","68","82","54"
"IN005010600","AHMADABAD, IN","1976-12-30","0.00","68","82","52"
"IN005010600","AHMADABAD, IN","1976-12-31","0.00","67","79","50"
"IN005010600","AHMADABAD, IN","1977-01-01","0.00","68","81","54"
"IN005010600","AHMADABAD, IN","1977-01-02","0.00","65","82","52"
"IN005010600","AHMADABAD, IN","1977-01-03","0.00","67",,"52"
"IN005010600","AHMADABAD, IN","1977-01-04",,"71","86",
"IN005010600","AHMADABAD, IN","1977-01-05","0.00","69","88",
"IN005010600","AHMADABAD, IN","1977-01-06","0.00","72","88","55"
"IN005010600","AHMADABAD, IN","1977-01-07","0.00","72","86","55"
"IN005010600","AHMADABAD, IN","1977-01-08",,"73","90",
"IN005010600","AHMADABAD, IN","1977-01-09","0.00","77","90",
"IN005010600","AHMADABAD, IN","1977-01-10",,"68","86",
"IN005010600","AHMADABAD, IN","1977-01-11",,"67","79",
"IN005010600","AHMADABAD, IN","1977-01-12",,"62","77",
"IN005010600","AHMADABAD, IN","1977-01-13",,"67","79",
"IN005010600","AHMADABAD, IN","1977-01-14",,"70",,
"IN005010600","AHMADABAD, IN","1977-01-15","0.00","62",,"50"
"IN005010600","AHMADABAD, IN","1977-01-16","0.00","64","79","43"
"IN005010600","AHMADABAD, IN","1977-01-17","0.00","64","81","48"
"IN005010600","AHMADABAD, IN","1977-01-18",,"70","82",
"IN005010600","AHMADABAD, IN","1977-01-19",,"67","81",
"IN005010600","AHMADABAD, IN","1977-01-20","0.00","66","81","52"
"IN005010600","AHMADABAD, IN","1977-01-21",,"69","81",
"IN005010600","AHMADABAD, IN","1977-01-22",,"71","88",
"IN005010600","AHMADABAD, IN","1977-01-23","0.00","74","88","63"
"IN005010600","AHMADABAD, IN","1977-01-24",,"73","84",
"IN005010600","AHMADABAD, IN","1977-01-25",,"69","79",
"IN005010600","AHMADABAD, IN","1977-01-26",,"68","77",
"IN005010600","AHMADABAD, IN","1977-01-27",,"60","73",
"IN005010600","AHMADABAD, IN","1977-01-28",,"57",,
"IN005010600","AHMADABAD, IN","1977-01-29","0.00","60","77","46"
"IN005010600","AHMADABAD, IN","1977-01-30",,"64","84",
"IN005010600","AHMADABAD, IN","1977-01-31","0.00","64",,"46"
"IN005010600","AHMADABAD, IN","1977-02-01",,"71","84",
"IN005010600","AHMADABAD, IN","1977-02-02",,"70","82",
"IN005010600","AHMADABAD, IN","1977-02-03",,"74","82",
"IN005010600","AHMADABAD, IN","1977-02-04",,"68","81",
"IN005010600","AHMADABAD, IN","1977-02-05","0.00","67","81","48"
"IN005010600","AHMADABAD, IN","1977-02-06",,"65","81",
"IN005010600","AHMADABAD, IN","1977-02-07",,"68","84",
"IN005010600","AHMADABAD, IN","1977-02-08","0.00","71","88","52"
"IN005010600","AHMADABAD, IN","1977-02-09",,"74","90",
"IN005010600","AHMADABAD, IN","1977-02-10","0.00","72","91","52"
"IN005010600","AHMADABAD, IN","1977-02-11",,"74",,
"IN005010600","AHMADABAD, IN","1977-02-12","0.00","72",,"55"
"IN005010600","AHMADABAD, IN","1977-02-13","0.00","73","88","59"
"IN005010600","AHMADABAD, IN","1977-02-14","0.00","73",,"55"
"IN005010600","AHMADABAD, IN","1977-02-15","0.00","76","91","57"
"IN005010600","AHMADABAD, IN","1977-02-16","0.00","78","91","61"
"IN005010600","AHMADABAD, IN","1977-02-17","0.00","81","93","66"
"IN005010600","AHMADABAD, IN","1977-02-18","0.00","80","95","66"
"IN005010600","AHMADABAD, IN","1977-02-19","0.00","82","91",
"IN005010600","AHMADABAD, IN","1977-02-20","0.00","78","95","66"
"IN005010600","AHMADABAD, IN","1977-02-21","0.00","82","95","70"
"IN005010600","AHMADABAD, IN","1977-02-22","0.00","81","91","72"
"IN005010600","AHMADABAD, IN","1977-02-23","0.00","78","90",
"IN005010600","AHMADABAD, IN","1977-02-24",,"77","91",
"IN005010600","AHMADABAD, IN","1977-02-25",,"75","91",
"IN005010600","AHMADABAD, IN","1977-02-26","0.00","76","93","55"
"IN005010600","AHMADABAD, IN","1977-02-27","0.00","83","93","66"
"IN005010600","AHMADABAD, IN","1977-02-28","0.00","80","91","64"
"IN005010600","AHMADABAD, IN","1977-03-01","0.00","76",,"63"
"IN005010600","AHMADABAD, IN","1977-03-02","0.00","80","95","66"
"IN005010600","AHMADABAD, IN","1977-03-03","0.00","79","97","64"
"IN005010600","AHMADABAD, IN","1977-03-04","0.00","76",,"64"
"IN005010600","AHMADABAD, IN","1977-03-05","0.00","81",,"63"
"IN005010600","AHMADABAD, IN","1977-03-06","0.00","81",,"70"
"IN005010600","AHMADABAD, IN","1977-03-07","0.00","80","99","64"
"IN005010600","AHMADABAD, IN","1977-03-08","0.00","82","99","64"
"IN005010600","AHMADABAD, IN","1977-03-09","0.00","81","99","61"
"IN005010600","AHMADABAD, IN","1977-03-10",,"83",,
"IN005010600","AHMADABAD, IN","1977-03-11","0.00","85","104","64"
"IN005010600","AHMADABAD, IN","1977-03-12","0.00","82","102","64"
"IN005010600","AHMADABAD, IN","1977-03-13","0.00","84","102","63"
"IN005010600","AHMADABAD, IN","1977-03-14","0.00","88","102","70"
"IN005010600","AHMADABAD, IN","1977-03-15","0.00","87","100","66"
"IN005010600","AHMADABAD, IN","1977-03-16","0.00","84","100","72"
"IN005010600","AHMADABAD, IN","1977-03-17","0.00","83","102","63"
"IN005010600","AHMADABAD, IN","1977-03-18","0.00","82","102","64"
"IN005010600","AHMADABAD, IN","1977-03-19","0.00","89","104","64"
